OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks,,,,,
812,5306,Bear 215,"Thursday, October 10, 2013",6:00 AM,61.3216183,-149.6007357,77.07,53.6,Unknown,,No video,,,,,
813,5324,Bear 215,"Thursday, October 10, 2013",12:00 PM,61.3215537,-149.6018877,73.03,59,Unknown,,No video,,,,,
814,5342,Bear 215,"Thursday, October 10, 2013",6:00 PM,61.3214854,-149.6018421,66.93,57.2,Unknown,,No video,,,,,
815,5360,Bear 215,"Friday, October 11, 2013",12:00 AM,61.3327673,-149.5839674,90.62,57.2,Unknown,,No video,,,,,
816,5378,Bear 215,"Friday, October 11, 2013",6:02 AM,61.3297294,-149.5942088,88.8,53.6,Unknown,,No video,,,,,
817,5396,Bear 215,"Friday, October 11, 2013",12:00 PM,61.3297223,-149.5941049,67.58,60.8,Unknown,,No video,,,,,
818,5413,Bear 215,"Friday, October 11, 2013",6:01 PM,61.3172697,-149.5847573,46.94,62.6,Unknown,,No video,,,,,
819,5427,Bear 215,"Saturday, October 12, 2013",12:00 AM,61.3133185,-149.606723,81.52,73.4,Unknown,,No video,,,,,
820,5445,Bear 215,"Saturday, October 12, 2013",6:01 AM,61.3142461,-149.601654,104.76,64.4,Unknown,,No video,,,,,
821,5463,Bear 215,"Saturday, October 12, 2013",12:00 PM,61.3134562,-149.6085186,76.55,64.4,Unknown,,No video,,,,,
822,5480,Bear 215,"Saturday, October 12, 2013",6:00 PM,61.313518,-149.6085309,95.58,62.6,Unknown,,No video,,,,,
823,5498,Bear 215,"Sunday, October 13, 2013",12:02 AM,61.3222557,-149.5867131,100.91,57.2,Unknown,,No video,,,,,
824,5516,Bear 215,"Sunday, October 13, 2013",6:02 AM,61.3216118,-149.6019076,76.32,62.6,Unknown,,No video,,,,,
825,5534,Bear 215,"Sunday, October 13, 2013",12:00 PM,61.322079,-149.6031659,64.94,55.4,Unknown,,No video,,,,,
826,5552,Bear 215,"Sunday, October 13, 2013",6:00 PM,61.3216172,-149.6021848,93.09,55.4,Unknown,,No video,,,,,
827,5568,Bear 215,"Monday, October 14, 2013",12:00 AM,61.3261188,-149.5858562,91.13,57.2,Unknown,,No video,,,,,
828,5586,Bear 215,"Monday, October 14, 2013",6:01 AM,61.3265319,-149.5870972,81.92,59,Unknown,,No video,,,,,
