OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks,,,,,
416,2168,Bear 213,"Tuesday, September 11, 2012",12:01 PM,61.3786369,-149.7029893,36.7,77,Unknown,,No video,,,,,
417,2180,Bear 213,"Tuesday, September 11, 2012",6:02 PM,61.3715076,-149.7143973,61.32,75.2,Unknown,,No video,,,,,
418,2192,Bear 213,"Wednesday, September 12, 2012",12:01 AM,61.3318919,-149.7043589,-16.74,73.4,Unknown,,No video,,,,,
419,2204,Bear 213,"Wednesday, September 12, 2012",6:02 AM,61.3313795,-149.7046556,42.96,68,Unknown,,No video,,,,,
420,2228,Bear 213,"Wednesday, September 12, 2012",6:01 PM,61.2873488,-149.6554796,107.44,78.8,Unknown,,No video,,,,,
421,2242,Bear 213,"Tuesday, September 25, 2012",12:01 PM,61.302375,-149.7374382,54.71,78.8,Unknown,,No video,,,,,
422,2254,Bear 213,"Tuesday, September 25, 2012",6:02 PM,61.3011264,-149.7353527,54.5,86,Unknown,,No video,,,,,
423,2266,Bear 213,"Wednesday, September 26, 2012",12:00 AM,61.3028239,-149.7388377,50.13,78.8,Unknown,,No video,,,,,
424,2278,Bear 213,"Wednesday, September 26, 2012",6:00 AM,61.3027455,-149.7385959,78.85,77,Unknown,,No video,,,,,
425,2302,Bear 213,"Wednesday, September 26, 2012",6:01 PM,61.3047253,-149.7226731,48.15,82.4,Unknown,,No video,,,,,
426,2314,Bear 213,"Thursday, September 27, 2012",12:01 AM,61.2974853,-149.7251005,46.35,75.2,Unknown,,No video,,,,,
427,2350,Bear 213,"Thursday, September 27, 2012",6:01 PM,61.3193472,-149.7617035,4.64,77,Unknown,,No video,,,,,
428,2362,Bear 213,"Friday, September 28, 2012",12:01 AM,61.3271191,-149.7676708,32.46,80.6,Unknown,,No video,,,,,
429,2374,Bear 213,"Friday, September 28, 2012",6:00 AM,61.3270896,-149.767625,34.25,84.2,Unknown,,No video,,,,,
430,2386,Bear 213,"Friday, September 28, 2012",12:01 PM,61.3151312,-149.7702602,31.41,69.8,Unknown,,No video,,,,,
431,2398,Bear 213,"Friday, September 28, 2012",6:03 PM,61.2982266,-149.7141914,56.99,75.2,Unknown,,No video,,,,,
432,2410,Bear 213,"Saturday, September 29, 2012",12:01 AM,61.2971574,-149.7178463,42.42,78.8,Unknown,,No video,,,,,
433,2434,Bear 213,"Saturday, September 29, 2012",12:00 PM,61.2995554,-149.7281829,73.96,78.8,Unknown,,No video,,,,,
434,2446,Bear 213,"Saturday, September 29, 2012",6:00 PM,61.3136104,-149.8067566,30.66,80.6,Unknown,,No video,,,,,
435,2458,Bear 213,"Sunday, September 30, 2012",12:01 AM,61.2855666,-149.7962186,47.48,68,Unknown,,No video,,,,,
436,2470,Bear 213,"Sunday, September 30, 2012",6:00 AM,61.2811175,-149.7960847,80.79,75.2,Unknown,,No video,,,,,
437,2482,Bear 213,"Sunday, September 30, 2012",12:01 PM,61.2814025,-149.7855205,90.75,78.8,Unknown,,No video,,,,,
438,2494,Bear 213,"Sunday, September 30, 2012",6:01 PM,61.2825251,-149.7865489,86.07,77,Unknown,,No video,,,,,
439,2506,Bear 213,"Monday, October 01, 2012",12:00 AM,61.2999255,-149.7412623,81.02,77,Unknown,,No video,,,,,
440,2518,Bear 213,"Monday, October 01, 2012",6:01 AM,61.2998249,-149.7412233,65.5,69.8,Unknown,,No video,,,,,
441,2530,Bear 213,"Monday, October 01, 2012",12:02 PM,61.2990789,-149.7164573,15.25,73.4,Unknown,,No video,,,,,
442,2542,Bear 213,"Monday, October 01, 2012",6:01 PM,61.2973642,-149.7142404,22.96,84.2,Unknown,,No video,,,,,
443,2554,Bear 213,"Tuesday, October 02, 2012",12:01 AM,61.3374237,-149.6654337,57.67,73.4,Unknown,,No video,,,,,
444,2578,Bear 213,"Tuesday, October 02, 2012",12:03 PM,61.3721809,-149.581008,73.91,77,Unknown,,No video,,,,,
445,2590,Bear 213,"Tuesday, October 02, 2012",6:02 PM,61.3463944,-149.5942807,56.06,77,Unknown,,No video,,,,,
446,2626,Bear 213,"Wednesday, October 03, 2012",12:02 PM,61.3061808,-149.5591482,83.63,82.4,Unknown,,No video,,,,,
447,2638,Bear 213,"Wednesday, October 03, 2012",6:01 PM,61.308427,-149.5611863,81.15,75.2,Unknown,,No video,,,,,
448,2650,Bear 213,"Thursday, October 04, 2012",12:00 AM,61.3185114,-149.6164289,49.89,71.6,Unknown,,No video,,,,,
449,2662,Bear 213,"Thursday, October 04, 2012",6:01 AM,61.3006474,-149.662416,51.8,80.6,Unknown,,No video,,,,,
450,2678,Bear 213,"Thursday, October 04, 2012",6:01 PM,61.3026353,-149.6670239,3.49,87.8,Unknown,,No video,,,,,
451,2690,Bear 213,"Friday, October 05, 2012",12:00 AM,61.3060739,-149.674444,11.49,80.6,Unknown,,No video,,,,,
452,2702,Bear 213,"Friday, October 05, 2012",6:02 AM,61.305979,-149.6741447,9.3,84.2,Unknown,,No video,,,,,
453,2714,Bear 213,"Friday, October 05, 2012",12:02 PM,61.3088688,-149.6674222,90.68,82.4,Unknown,,No video,,,,,
454,2726,Bear 213,"Friday, October 05, 2012",6:01 PM,61.3067576,-149.6699929,76.95,75.2,Unknown,,No video,,,,,
455,2733,Bear 213,"Saturday, October 06, 2012",6:10 PM,61.3247938,-149.6514184,68.17,86,Unknown,,No video,,,,,
456,2744,Bear 213,"Sunday, October 07, 2012",12:02 AM,61.3482459,-149.6671513,52.72,78.8,Unknown,,No video,,,,,
457,2756,Bear 213,"Sunday, October 07, 2012",6:03 AM,61.3482599,-149.6673126,45.03,77,Unknown,,No video,,,,,
458,2768,Bear 213,"Sunday, October 07, 2012",12:02 PM,61.3575773,-149.6776705,63.52,78.8,Unknown,,No video,,,,,
459,2780,Bear 213,"Sunday, October 07, 2012",6:00 PM,61.3598415,-149.6726816,48.78,77,Unknown,,No video,,,,,
460,2804,Bear 213,"Monday, October 08, 2012",6:01 AM,61.3565897,-149.6650023,43.87,78.8,Unknown,,No video,,,,,
461,2828,Bear 213,"Monday, October 08, 2012",6:00 PM,61.346336,-149.7057601,37.96,82.4,Unknown,,No video,,,,,
462,2840,Bear 213,"Tuesday, October 09, 2012",12:00 AM,61.3293776,-149.6897288,72.63,84.2,Unknown,,No video,,,,,
463,2852,Bear 213,"Tuesday, October 09, 2012",6:01 AM,61.3293874,-149.6896011,70.89,78.8,Unknown,,No video,,,,,
464,2864,Bear 213,"Tuesday, October 09, 2012",12:03 PM,61.2969506,-149.7257978,58.46,75.2,Unknown,,No video,,,,,
465,2876,Bear 213,"Tuesday, October 09, 2012",6:00 PM,61.2960458,-149.6725907,62.36,75.2,Unknown,,No video,,,,,
466,2900,Bear 213,"Wednesday, October 10, 2012",6:00 AM,61.3114239,-149.6870228,60.26,84.2,Unknown,,No video,,,,,
467,2912,Bear 213,"Wednesday, October 10, 2012",12:00 PM,61.3133074,-149.676546,53.7,82.4,Unknown,,No video,,,,,
468,2924,Bear 213,"Wednesday, October 10, 2012",6:01 PM,61.3106611,-149.6825115,71.44,80.6,Unknown,,No video,,,,,
469,2960,Bear 213,"Thursday, October 11, 2012",12:01 PM,61.3135497,-149.6773854,65.15,77,Unknown,,No video,,,,,
470,2972,Bear 213,"Thursday, October 11, 2012",6:00 PM,61.3132384,-149.6732103,71.59,78.8,Unknown,,No video,,,,,
471,2984,Bear 213,"Friday, October 12, 2012",12:00 AM,61.3102487,-149.6853627,28.19,77,Unknown,,No video,,,,,
472,2996,Bear 213,"Friday, October 12, 2012",6:01 AM,61.3092295,-149.6814784,57.29,82.4,Unknown,,No video,,,,,
473,3008,Bear 213,"Friday, October 12, 2012",12:00 PM,61.3233783,-149.6410467,71.24,78.8,Unknown,,No video,,,,,
474,3020,Bear 213,"Friday, October 12, 2012",6:00 PM,61.3269283,-149.6412006,81.69,75.2,Unknown,,No video,,,,,
475,3032,Bear 213,"Saturday, October 13, 2012",12:00 AM,61.3596523,-149.6720362,52.31,77,Unknown,,No video,,,,,
476,3044,Bear 213,"Saturday, October 13, 2012",6:01 AM,61.3596553,-149.6720873,54.41,77,Unknown,,No video,,,,,
477,3056,Bear 213,"Saturday, October 13, 2012",12:01 PM,61.3501854,-149.6681228,22.38,73.4,Unknown,,No video,,,,,
478,3068,Bear 213,"Saturday, October 13, 2012",6:01 PM,61.3496277,-149.6694749,42.65,71.6,Unknown,,No video,,,,,
479,3080,Bear 213,"Sunday, October 14, 2012",12:00 AM,61.3595954,-149.6721077,62.61,71.6,Unknown,,No video,,,,,
480,3092,Bear 213,"Sunday, October 14, 2012",6:00 AM,61.3597347,-149.6719673,51.86,73.4,Unknown,,No video,,,,,
481,3104,Bear 213,"Sunday, October 14, 2012",12:01 PM,61.3596385,-149.672048,26.95,73.4,Unknown,,No video,,,,,
482,311,Bear 215,"Monday, July 29, 2013",12:01 AM,61.2491661,-149.7429125,97.6,64.4,Locomotion,,Walking,,,,,
483,326,Bear 215,"Monday, July 29, 2013",6:00 AM,61.2550512,-149.7636605,80.01,60.8,Locomotion,,Walking,,,,,
484,344,Bear 215,"Monday, July 29, 2013",12:00 PM,61.2693914,-149.7507436,112.72,69.8,Resting,,,,,,,
485,359,Bear 215,"Monday, July 29, 2013",6:02 PM,61.2695322,-149.7508617,114.38,73.4,Resting,,,,,,,
486,364,Bear 215,"Monday, July 29, 2013",7:40 PM,61.2703752,-149.752362,106.22,78.8,Natural food,Bear 215 7-29-13 1940,Foraging on rose hips,,,,,
487,377,Bear 215,"Tuesday, July 30, 2013",12:02 AM,61.2726489,-149.734547,112.17,62.6,Resting,,,,,,,
488,391,Bear 215,"Tuesday, July 30, 2013",6:00 AM,61.2721109,-149.7395481,113.1,59,Locomotion,,,,,,,
489,409,Bear 215,"Tuesday, July 30, 2013",12:00 PM,61.2540453,-149.7286262,76.49,73.4,Resting,,,,,,,
490,411,Bear 215,"Tuesday, July 30, 2013",12:41 PM,61.2540612,-149.7286906,75.52,75.2,Resting,Bear 215 7-30-13 1241,"Resting, other subadult in background",,,,,
491,442,Bear 215,"Tuesday, July 30, 2013",11:21 PM,61.2553971,-149.7567513,70.28,64.4,Locomotion,Bear 215 7-30-13 2321,Following other subadult,,,,,
492,444,Bear 215,"Wednesday, July 31, 2013",12:01 AM,61.2544378,-149.7522891,115.23,64.4,Resting,,,,,,,
493,459,Bear 215,"Wednesday, July 31, 2013",6:00 AM,61.2609372,-149.7483085,79.55,55.4,Locomotion,,Walking,,,,,
494,488,Bear 215,"Wednesday, July 31, 2013",4:21 PM,61.2691987,-149.7449448,99.4,82.4,Other,Bear 215 7-31-13 1621,In pond (likely eating) with other subadult in view,,,,,
495,492,Bear 215,"Wednesday, July 31, 2013",5:40 PM,61.2715147,-149.7452267,103.9,78.8,Natural food,Bear 215 7-31-13 1740,Foraging on raspberries,,,,,
496,493,Bear 215,"Wednesday, July 31, 2013",6:00 PM,61.2718528,-149.7443585,101.5,78.8,Natural food,,Foraging on Equisetum (horse tail),,,,,
497,511,Bear 215,"Thursday, August 01, 2013",12:02 AM,61.2710171,-149.7139016,92.1,62.6,Resting,,,,,,,
498,529,Bear 215,"Thursday, August 01, 2013",6:01 AM,61.2786611,-149.6685681,123.59,59,Natural food,,Foraging on devil's club berries,,,,,
499,547,Bear 215,"Thursday, August 01, 2013",12:00 PM,61.2783666,-149.6712987,131.31,68,Resting,,,,,,,
500,564,Bear 215,"Thursday, August 01, 2013",5:41 PM,61.2792013,-149.6715919,117.97,75.2,Locomotion,Bear 215 8-01-13 1741,Looking for a way under a fence that has been blocked by large rocks,,,,,
501,565,Bear 215,"Thursday, August 01, 2013",6:01 PM,61.2812297,-149.6755522,132.09,73.4,Locomotion,,Walking,,,,,
502,575,Bear 215,"Thursday, August 01, 2013",9:21 PM,61.2967784,-149.7241864,41.6,69.8,Other,Bear 215 8-01-13 2121,"On beaver dam, walks up to foam in stream and takes a bite",,,,,
503,583,Bear 215,"Friday, August 02, 2013",12:00 AM,61.2886629,-149.7685339,70.55,60.8,Resting,,,,,,,
504,600,Bear 215,"Friday, August 02, 2013",5:40 AM,61.2863909,-149.7735313,73.55,60.8,Anthropogenic,Bear 215 8-02-13 540,Other subadult in trash,,,,,
505,601,Bear 215,"Friday, August 02, 2013",6:01 AM,61.2866821,-149.7750257,71.74,60.8,Locomotion,,Stand and look,,,,,
506,619,Bear 215,"Friday, August 02, 2013",12:00 PM,61.2827208,-149.7792246,45.61,69.8,Resting,,,,,,,
507,638,Bear 215,"Friday, August 02, 2013",8:02 PM,61.2901037,-149.8173158,33.92,68,Other,Bear 215 8-02-13 2002,"In tree with other subadult, use 20:05 clip as well",,,,,
508,650,Bear 215,"Saturday, August 03, 2013",12:02 AM,61.2819019,-149.7950992,109.29,64.4,Resting,,,,,,,
509,668,Bear 215,"Saturday, August 03, 2013",6:01 AM,61.2845522,-149.7971887,47.83,60.8,Natural food,,Foraging on Equisetum (horse tail),,,,,
510,673,Bear 215,"Saturday, August 03, 2013",7:40 AM,61.285876,-149.8019096,51.4,62.6,Resting,Bear 215 8-03-13 740,Resting with other subadult in background,,,,,
511,682,Bear 215,"Saturday, August 03, 2013",12:00 PM,61.283816,-149.8013151,56.29,68,Resting,,,,,,,
512,692,Bear 215,"Saturday, August 03, 2013",3:21 PM,61.2837256,-149.800707,41.28,69.8,Natural food,Bear 215 8-03-13 1521,Foraging on devil's club berries,,,,,
513,693,Bear 215,"Saturday, August 03, 2013",3:41 PM,61.2837965,-149.8006642,39.23,73.4,Other,Bear 215 8-03-13 1541,Interacting with other subadult,,,,,
514,698,Bear 215,"Saturday, August 03, 2013",6:02 PM,61.2838507,-149.8002562,38.21,71.6,Natural food,,Foraging on devil's club berries,,,,,
515,700,Bear 215,"Saturday, August 03, 2013",6:40 PM,61.2852714,-149.8028804,48.39,75.2,Locomotion,Bear 215 8-03-13 1840,Swimming in pond,,,,,
516,707,Bear 215,"Saturday, August 03, 2013",9:00 PM,61.2886921,-149.81626,36.84,66.2,Locomotion,Bear 215 8-03-13 2100,Walking across road with other subadult,,,,,
517,716,Bear 215,"Sunday, August 04, 2013",12:00 AM,61.2848516,-149.809069,74.02,62.6,Resting,,,,,,,
518,733,Bear 215,"Sunday, August 04, 2013",6:01 AM,61.2817165,-149.8048936,59.04,62.6,Other,,Play bout with other subadult,,,,,
519,742,Bear 215,"Sunday, August 04, 2013",9:00 AM,61.2829353,-149.8246171,47.34,64.4,Locomotion,Bear 215 8-04-13 900,"Running through brush, comes into clearing, then climbs tree",,,,,
520,743,Bear 215,"Sunday, August 04, 2013",9:21 AM,61.2856145,-149.8293291,43.41,62.6,Locomotion,Bear 215 8-04-13 921,Climbing down tree,,,,,
521,750,Bear 215,"Sunday, August 04, 2013",12:02 PM,61.2856417,-149.8290866,18.94,75.2,Resting,,,,,,,
522,756,Bear 215,"Sunday, August 04, 2013",3:21 PM,61.2864368,-149.841441,-6.79,71.6,Locomotion,Bear 215 8-04-13 1521,"Running down beach, then playbout with other subadult",,,,,
523,764,Bear 215,"Sunday, August 04, 2013",6:03 PM,61.2935328,-149.8321187,7.06,66.2,Natural food,,Fishing in stream,,,,,
524,770,Bear 215,"Sunday, August 04, 2013",8:01 PM,61.2936939,-149.8329299,25.74,66.2,Natural food,Bear 215 8-04-13 2001,Walks up to other subadult and steals fish,,,,,
525,782,Bear 215,"Monday, August 05, 2013",12:00 AM,61.3048324,-149.8249305,15.4,62.6,Resting,,,,,,,
526,797,Bear 215,"Monday, August 05, 2013",6:00 AM,61.3156873,-149.8081435,23.72,64.4,Natural food,,Foraging on devil's club berries,,,,,
527,802,Bear 215,"Monday, August 05, 2013",7:40 AM,61.3159116,-149.8094863,32.84,64.4,Other,Bear 215 8-05-13 740,Play bout with other subadult in the surf,,,,,
528,815,Bear 215,"Monday, August 05, 2013",12:00 PM,61.3227072,-149.787771,11.84,66.2,Resting,,,,,,,
529,831,Bear 215,"Monday, August 05, 2013",5:20 PM,61.3209518,-149.7920903,39.05,71.6,Natural food,Bear 215 8-05-13 1720,"Eating devil's club berries, licking them off paw",,,,,
530,833,Bear 215,"Monday, August 05, 2013",6:00 PM,61.3193758,-149.7997508,6.31,71.6,Locomotion,,Running on beach,,,,,
531,851,Bear 215,"Tuesday, August 06, 2013",12:01 AM,61.291827,-149.7985707,50.74,62.6,Locomotion,,Walking,,,,,
532,869,Bear 215,"Tuesday, August 06, 2013",6:00 AM,61.2856898,-149.8114875,29.69,55.4,Locomotion,,Stand and look,,,,,
533,887,Bear 215,"Tuesday, August 06, 2013",12:01 PM,61.28239,-149.8037043,58.97,69.8,Resting,,,,,,,
534,903,Bear 215,"Tuesday, August 06, 2013",6:02 PM,61.2824089,-149.8054184,64.65,73.4,Other,,Play bout with other subadult,,,,,
535,920,Bear 215,"Wednesday, August 07, 2013",12:02 AM,61.2838263,-149.7980597,79.6,64.4,Resting,,,,,,,
536,933,Bear 215,"Wednesday, August 07, 2013",6:00 AM,61.284657,-149.7984817,35.73,62.6,Natural food,,Foraging on devil's club berries,,,,,
537,950,Bear 215,"Wednesday, August 07, 2013",12:02 PM,61.2835376,-149.8000822,65.3,64.4,Resting,,,,,,,
538,959,Bear 215,"Wednesday, August 07, 2013",4:01 PM,61.2838468,-149.8006521,43.01,68,Other,Bear 215 8-07-13 1601,"Play bout with other subadult. This behavior is called ""jawing""",,,,,
539,965,Bear 215,"Wednesday, August 07, 2013",6:00 PM,61.2845696,-149.8082967,54.75,66.2,Resting,,,,,,,
540,998,Bear 215,"Thursday, August 08, 2013",6:01 AM,61.2787975,-149.8016934,97.01,64.4,Natural food,,Foraging on devil's club berries,,,,,
541,1015,Bear 215,"Thursday, August 08, 2013",12:00 PM,61.2791002,-149.7951713,91.07,66.2,Resting,,,,,,,
542,1033,Bear 215,"Thursday, August 08, 2013",6:01 PM,61.2707391,-149.8168618,102.24,64.4,Natural food,,Foraging on devil's club berries,,,,,
543,1039,Bear 215,"Thursday, August 08, 2013",8:00 PM,61.2883495,-149.8352173,15.57,64.4,Locomotion,Bear 215 8-08-13 2000,Walking down gravel road,,,,,
544,1041,Bear 215,"Thursday, August 08, 2013",8:41 PM,61.293852,-149.8309741,13.81,64.4,Natural food,Bear 215 8-08-13 2041,"Catches fish, other subadult tries to grab fish",,,,,
545,1048,Bear 215,"Thursday, August 08, 2013",11:01 PM,61.2948646,-149.8142034,53.49,62.6,Anthropogenic,Bear 215 8-08-13 2301,Checking out barbeque grill,,,,,
546,1051,Bear 215,"Friday, August 09, 2013",12:02 AM,61.2972886,-149.811922,46.95,64.4,Resting,,,,,,,
547,1067,Bear 215,"Friday, August 09, 2013",6:00 AM,61.2921265,-149.7939591,42.72,57.2,Resting,,,,,,,
548,1083,Bear 215,"Friday, August 09, 2013",12:01 PM,61.2867499,-149.7817972,59.62,62.6,Resting,,,,,,,
549,1098,Bear 215,"Friday, August 09, 2013",6:02 PM,61.2838347,-149.7750459,38.04,62.6,Resting,,,,,,,
550,1104,Bear 215,"Friday, August 09, 2013",8:00 PM,61.2807188,-149.7614555,83.47,62.6,Natural food,Bear 215 8-09-13 2000,Foraging on devil's club berries,,,,,
551,1115,Bear 215,"Saturday, August 10, 2013",12:02 AM,61.2801117,-149.7718663,89.75,62.6,Resting,,,,,,,
552,1132,Bear 215,"Saturday, August 10, 2013",6:01 AM,61.2777119,-149.7695827,77.78,60.8,Locomotion,,Stand and look,,,,,
553,1146,Bear 215,"Saturday, August 10, 2013",10:40 AM,61.2724989,-149.7544263,90.54,60.8,Locomotion,Bear 215 8-10-13 1040,"Watching sow with 2 cub on railroad tracks, then walks down tracks",,,,,
554,1150,Bear 215,"Saturday, August 10, 2013",12:01 PM,61.2863992,-149.7398322,29.72,62.6,Locomotion,,Running across bog,,,,,
555,1166,Bear 215,"Saturday, August 10, 2013",5:40 PM,61.2884756,-149.7294529,36.38,68,Locomotion,Bear 215 8-10-13 1740,"Walking in bog, then swimming",,,,,
556,1167,Bear 215,"Saturday, August 10, 2013",6:00 PM,61.2950004,-149.7284589,25.82,64.4,Locomotion,,Walking down stream,,,,,
557,1185,Bear 215,"Sunday, August 11, 2013",12:00 AM,61.2928484,-149.8344853,3.23,60.8,Locomotion,,Walking down road at night,,,,,
558,1202,Bear 215,"Sunday, August 11, 2013",6:00 AM,61.2922551,-149.8348246,9.79,62.6,Resting,,,,,,,
559,1217,Bear 215,"Sunday, August 11, 2013",12:01 PM,61.3175119,-149.8028072,13.93,68,Resting,,,,,,,
560,1235,Bear 215,"Sunday, August 11, 2013",6:01 PM,61.3178865,-149.78477,44.67,66.2,Locomotion,,Walking in a field,,,,,
561,1253,Bear 215,"Monday, August 12, 2013",12:00 AM,61.3188496,-149.7996287,37.25,66.2,Resting,,,,,,,
562,1271,Bear 215,"Monday, August 12, 2013",6:00 AM,61.3187847,-149.7996583,17.27,62.6,Resting,,,,,,,
563,1289,Bear 215,"Monday, August 12, 2013",12:00 PM,61.2944255,-149.8260434,28.98,68,Resting,,,,,,,
564,1307,Bear 215,"Monday, August 12, 2013",6:01 PM,61.2805864,-149.8457388,26.55,77,Natural food,,Foraging on devil's club berries,,,,,
565,1320,Bear 215,"Tuesday, August 13, 2013",12:03 AM,61.2552189,-149.8790681,1.33,68,Resting,,,,,,,
566,1336,Bear 215,"Tuesday, August 13, 2013",6:01 AM,61.2554274,-149.8792735,37.63,69.8,Resting,,,,,,,
567,1354,Bear 215,"Tuesday, August 13, 2013",12:02 PM,61.2892981,-149.8202016,51.16,68,Resting,,,,,,,
568,1371,Bear 215,"Tuesday, August 13, 2013",6:01 PM,61.2942268,-149.8322035,31.99,68,Natural food,,Feeding on a salmon,,,,,
569,1389,Bear 215,"Wednesday, August 14, 2013",12:01 AM,61.3027637,-149.8241676,19.6,60.8,Resting,,,,,,,
570,1404,Bear 215,"Wednesday, August 14, 2013",6:01 AM,61.3027602,-149.8243019,19.81,62.6,Resting,,,,,,,
571,1422,Bear 215,"Wednesday, August 14, 2013",12:02 PM,61.2935583,-149.8318377,32.88,64.4,Locomotion,,Walking down stream fishing,,,,,
572,1435,Bear 215,"Wednesday, August 14, 2013",6:01 PM,61.3014098,-149.82654,21.25,68,Natural food,,Foraging for devil's club berries,,,,,
573,1439,Bear 215,"Wednesday, August 14, 2013",7:22 PM,61.293524,-149.8275702,47.51,68,Natural food,Bear 215 8-14-13 1922,Catches fish,,,,,
574,1453,Bear 215,"Thursday, August 15, 2013",12:00 AM,61.3029668,-149.805846,28.87,64.4,Resting,,,,,,,
575,1468,Bear 215,"Thursday, August 15, 2013",6:00 AM,61.3031932,-149.8059446,27.6,64.4,Resting,,,,,,,
576,1486,Bear 215,"Thursday, August 15, 2013",12:00 PM,61.3160258,-149.7995752,44.12,68,Resting,,,,,,,
577,1504,Bear 215,"Thursday, August 15, 2013",6:03 PM,61.2936859,-149.8322154,31.93,71.6,Locomotion,,Stand and look,,,,,
578,1522,Bear 215,"Friday, August 16, 2013",12:02 AM,61.2840016,-149.7980494,67.76,64.4,Resting,,,,,,,
579,1540,Bear 215,"Friday, August 16, 2013",6:02 AM,61.2839905,-149.7982522,54.75,62.6,Resting,,,,,,,
580,1553,Bear 215,"Friday, August 16, 2013",10:20 AM,61.28567,-149.8136768,40.03,64.4,Natural food,Bear 215 8-16-13 1020,Stripping and eating cambium layer from tree,,,,,
581,1558,Bear 215,"Friday, August 16, 2013",12:00 PM,61.2854653,-149.8158456,50.24,66.2,Resting,,,,,,,
582,1576,Bear 215,"Friday, August 16, 2013",6:01 PM,61.2945073,-149.8016035,35.39,68,Resting,,,,,,,
583,1578,Bear 215,"Friday, August 16, 2013",6:42 PM,61.2944951,-149.8015443,46.4,66.2,Natural food,Bear 215 8-16-13 1842,Raiding squirrel midden,,,,,
584,1579,Bear 215,"Friday, August 16, 2013",7:00 PM,61.2946966,-149.8006395,54.62,66.2,Locomotion,Bear 215 8-16-13 1900,Swimming in pond,,,,,
585,1589,Bear 215,"Friday, August 16, 2013",10:20 PM,61.3052802,-149.807316,40.52,62.6,Locomotion,Bear 215 8-16-13 2220,Camera is underwater at night; bear walking in pond,,,,,
586,1594,Bear 215,"Saturday, August 17, 2013",12:02 AM,61.3044153,-149.8144698,19.18,62.6,Resting,,,,,,,
587,1611,Bear 215,"Saturday, August 17, 2013",6:00 AM,61.304379,-149.8144469,15.69,62.6,Resting,,,,,,,
588,1629,Bear 215,"Saturday, August 17, 2013",12:01 PM,61.3102789,-149.8113515,5.83,68,Resting,,,,,,,
589,1644,Bear 215,"Saturday, August 17, 2013",5:01 PM,61.3208721,-149.7868463,40.49,71.6,Locomotion,Bear 215 8-17-13 1701,"Climbs out of water, shakes, then starts walking on bog",,,,,
590,1647,Bear 215,"Saturday, August 17, 2013",6:01 PM,61.3211596,-149.7772752,41.2,73.4,Natural food,Bear 215 8-17-13 1801,Chewing on a shed moose antler,,,,,
591,1665,Bear 215,"Sunday, August 18, 2013",12:00 AM,61.2881332,-149.8156088,42.45,64.4,Unknown,,Too dark,,,,,
592,1683,Bear 215,"Sunday, August 18, 2013",6:02 AM,61.2798416,-149.8056068,50.37,62.6,Locomotion,,Stand and look,,,,,
593,1701,Bear 215,"Sunday, August 18, 2013",12:01 PM,61.2792057,-149.803839,74.37,68,Resting,,,,,,,
594,1719,Bear 215,"Sunday, August 18, 2013",6:00 PM,61.2790174,-149.8037863,75.61,69.8,Resting,,,,,,,
595,1737,Bear 215,"Monday, August 19, 2013",12:00 AM,61.2790172,-149.8036199,76.76,71.6,Resting,,,,,,,
596,1755,Bear 215,"Monday, August 19, 2013",6:00 AM,61.2791398,-149.8037444,129.71,60.8,Resting,,,,,,,
597,1772,Bear 215,"Monday, August 19, 2013",12:01 PM,61.2650185,-149.8124848,73.1,64.4,Resting,,,,,,,
598,1787,Bear 215,"Monday, August 19, 2013",5:02 PM,61.2649768,-149.8124204,68.8,66.2,Resting,Bear 215 8-19-13 1702,Resting,,,,,
599,1790,Bear 215,"Monday, August 19, 2013",6:02 PM,61.2648946,-149.8124095,62.42,66.2,Resting,,,,,,,
600,1807,Bear 215,"Tuesday, August 20, 2013",12:00 AM,61.264698,-149.8123407,63.03,59,Resting,,,,,,,
601,1825,Bear 215,"Tuesday, August 20, 2013",6:00 AM,61.2647785,-149.8123152,78.64,66.2,Resting,,,,,,,
602,1842,Bear 215,"Tuesday, August 20, 2013",11:40 AM,61.2660489,-149.8173526,103.66,69.8,Natural food,Bear 215 8-20-13 1140,Foraging on highbush cranberry,,,,,
603,1843,Bear 215,"Tuesday, August 20, 2013",12:02 PM,61.2658843,-149.8169712,104.59,69.8,Locomotion,,Stand and look,,,,,
604,1861,Bear 215,"Tuesday, August 20, 2013",6:01 PM,61.2661164,-149.8161295,81.29,62.6,Resting,,,,,,,
605,1879,Bear 215,"Wednesday, August 21, 2013",12:01 AM,61.2648979,-149.812341,74.76,64.4,Resting,,,,,,,
606,1897,Bear 215,"Wednesday, August 21, 2013",6:00 AM,61.2649231,-149.8123732,77.79,60.8,Resting,,,,,,,
607,1915,Bear 215,"Wednesday, August 21, 2013",12:01 PM,61.2628834,-149.8170987,73.54,68,Resting,,,,,,,
608,1933,Bear 215,"Wednesday, August 21, 2013",6:01 PM,61.2733997,-149.8537348,10.44,64.4,Locomotion,,Walking down beach,,,,,
609,1951,Bear 215,"Thursday, August 22, 2013",12:01 AM,61.271752,-149.8544054,7.3,60.8,Resting,,,,,,,
610,1969,Bear 215,"Thursday, August 22, 2013",6:00 AM,61.2718547,-149.8544511,20.41,60.8,Resting,,,,,,,
611,1987,Bear 215,"Thursday, August 22, 2013",12:02 PM,61.2667413,-149.8641221,23.72,64.4,Natural food,,Foraging on devil's club berries,,,,,
