OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks
305,1213,Bear 22,"Wednesday, July 10, 2013",12:50 PM,61.1118361,-149.6898713,608,88,Natural food,Bear 22 7-10-13 12:50,Eating crowberry berries (Empetrum nigrum)
306,1241,Bear 22,"Wednesday, July 10, 2013",6:03 PM,61.1179053,-149.7303507,322,79,Locomotion,,Standing and looking around
307,1249,Bear 22,"Wednesday, July 10, 2013",7:20 PM,61.1281348,-149.7121195,476,77,Natural food,Bear 22 7-10-13 19:20,Eating grubs from a rotten log
308,1277,Bear 22,"Thursday, July 11, 2013",12:00 AM,61.117511,-149.6821559,548,54,Resting,,
309,1307,Bear 22,"Thursday, July 11, 2013",6:01 AM,61.1175147,-149.6823456,560,63,Resting,,
310,1331,Bear 22,"Thursday, July 11, 2013",12:00 PM,61.111787,-149.6897432,607,91,Natural food,,Eating crowberry berries (Empetrum nigrum)
311,1340,Bear 22,"Thursday, July 11, 2013",1:31 PM,61.1140619,-149.7159407,424,90,Locomotion,Bear 22 7-11-13 13:31,"Looking into a culvert, then walking away"
312,1358,Bear 22,"Thursday, July 11, 2013",4:40 PM,61.1291409,-149.7384323,239,82,Anthropogenic,Bear 22 7-11-13 16:40,Walking into an open garage
313,1366,Bear 22,"Thursday, July 11, 2013",6:01 PM,61.1281889,-149.7357264,256,82,Resting,,
314,1401,Bear 22,"Friday, July 12, 2013",12:00 AM,61.1372256,-149.6996783,393,61,Natural food,,Eating wild celery (Angelica spp.)
315,1433,Bear 22,"Friday, July 12, 2013",6:01 AM,61.1375663,-149.6990564,380,64,Resting,,
316,1469,Bear 22,"Friday, July 12, 2013",12:00 PM,61.1422241,-149.7091957,322,93,Locomotion,,Walking through alders
317,1509,Bear 22,"Friday, July 12, 2013",7:00 PM,61.1268194,-149.7371238,267,77,Anthropogenic,Bear 22 7-12-13 19:00,Walks into open garage
318,1538,Bear 22,"Saturday, July 13, 2013",12:00 AM,61.0998914,-149.7586239,237,64,Locomotion,,standing and looking around
319,1570,Bear 22,"Saturday, July 13, 2013",5:32 AM,61.0978789,-149.7633681,221,66,Other,Bear 22 7-13-13 05:32,"Interacting (play bout) with Bear 17, a black bear that had been collared the previous year"
320,1573,Bear 22,"Saturday, July 13, 2013",6:00 AM,61.0976566,-149.7625712,250,64,Resting,,
321,1575,Bear 22,"Saturday, July 13, 2013",6:20 AM,61.0976057,-149.7626126,239,64,Resting,Bear 22 7-13-13 06:20,"Resting in a cottonwood tree, Bear 17 climbing up another tree"
322,1609,Bear 22,"Saturday, July 13, 2013",12:01 PM,61.1143682,-149.7714157,230,75,Natural,,Eating grubs from a rotten log
323,1634,Bear 22,"Saturday, July 13, 2013",4:10 PM,61.1401032,-149.7589024,151,84,Natural,Bear 22 7-13-13 16:10,Finds a cached moose calf
324,1645,Bear 22,"Saturday, July 13, 2013",6:02 PM,61.1416959,-149.7690416,123,77,Resting,,
325,1680,Bear 22,"Sunday, July 14, 2013",12:00 AM,61.1403118,-149.7292255,259,63,Locomotion,,walking down dirt road
326,1716,Bear 22,"Sunday, July 14, 2013",6:00 AM,61.1413552,-149.7235394,263,57,Resting,,
327,1740,Bear 22,"Sunday, July 14, 2013",12:01 PM,61.1422184,-149.6946119,336,66,Natural food,,Eating dandelion (Taraxacum officinale)
328,1757,Bear 22,"Sunday, July 14, 2013",2:51 PM,61.1278269,-149.6915758,365,75,Locomotion,Bear 22 7-14-13 14:51,Trying to cross creek
329,1766,Bear 22,"Sunday, July 14, 2013",4:20 PM,61.1180496,-149.7196958,412,77,Anthropogenic,,Eating trash out of a large open jobsite dumpster
330,1776,Bear 22,"Sunday, July 14, 2013",6:02 PM,61.1141746,-149.7347433,306,77,Resting,,
331,1808,Bear 22,"Monday, July 15, 2013",12:00 AM,61.1025384,-149.7024892,652,57,Locomotion,,
332,1840,Bear 22,"Monday, July 15, 2013",6:00 AM,61.102639,-149.7043292,622,59,Resting,,
333,1859,Bear 22,"Monday, July 15, 2013",9:10 AM,61.1039278,-149.6993416,623,61,Natrual food,Bear 22 7-15-13 09:10,Eating crowberry berries (Empetrum nigrum)
334,1876,Bear 22,"Monday, July 15, 2013",12:01 PM,61.1173086,-149.7339374,337,68,Anthropogenic,,On someone's back deck
335,1911,Bear 22,"Monday, July 15, 2013",6:00 PM,61.1300478,-149.7383026,270,70,Locomotion,,Walking down powerline trail
336,1947,Bear 22,"Tuesday, July 16, 2013",12:01 AM,61.1371264,-149.7109021,349,61,Locomotion,,Walking through forest at night
337,1981,Bear 22,"Tuesday, July 16, 2013",6:00 AM,61.1349445,-149.7191685,333,59,Locomotion,,Walking through trees
338,2017,Bear 22,"Tuesday, July 16, 2013",12:02 PM,61.1179827,-149.7020224,527,70,Locomotion,,Walking through open forest floor
339,2043,Bear 22,"Tuesday, July 16, 2013",4:30 PM,61.124472,-149.7535298,269,79,Anthropogenic,Bear 22 7-16-13 16:30,Eating trash on porch
340,2052,Bear 22,"Tuesday, July 16, 2013",6:01 PM,61.1100593,-149.7660562,216,77,Anthropogenic,Bear 22 7-16-13 18:01,Eating trash
341,2073,Bear 22,"Tuesday, July 16, 2013",10:00 PM,61.1001516,-149.7584878,255,68,Anthropogenic,Bear 22 7-16-13 22:00,Eating birdseed (sunflower seeds) scattered at the end of driveway
342,2085,Bear 22,"Wednesday, July 17, 2013",12:00 AM,61.0950535,-149.7708729,250,66,Resting,,
343,2116,Bear 22,"Wednesday, July 17, 2013",6:02 AM,61.0949383,-149.7707928,232,66,Resting,,
344,2144,Bear 22,"Wednesday, July 17, 2013",12:01 PM,61.0995623,-149.7566326,262,82,Locomotion,,Walking through yard
345,2147,Bear 22,"Wednesday, July 17, 2013",12:31 PM,61.1040501,-149.7546512,267,84,Anthropogenic,Bear 22 7-17-13 12:31,Raids birdfeeder
346,2157,Bear 22,"Wednesday, July 17, 2013",2:11 PM,61.1045927,-149.7597152,253,75,Other,Bear 22 7-17-13 14:11,Play bout with another bear
347,2167,Bear 22,"Wednesday, July 17, 2013",3:51 PM,61.1186707,-149.7596182,242,77,Anthropogenic,Bear 22 7-17-13 15:51,Eating birdseed/squirrel food from deck
348,2169,Bear 22,"Wednesday, July 17, 2013",4:10 PM,61.1198048,-149.7569908,268,77,Anthropogenic,Bear 22 7-17-13 16:10,Eating oats scattered along top of fence
349,2170,Bear 22,"Wednesday, July 17, 2013",4:20 PM,61.119715,-149.756864,246,77,Anthropogenic,Bear 22 7-17-13 16:20,Eating gigantic suet block
350,2180,Bear 22,"Wednesday, July 17, 2013",6:01 PM,61.122824,-149.7348718,295,77,Locomotion,,Walking through yard
351,2213,Bear 22,"Thursday, July 18, 2013",12:01 AM,61.109262,-149.7092164,509,64,Locomotion,,Walking through spruce thicket
352,2248,Bear 22,"Thursday, July 18, 2013",6:01 AM,61.1058882,-149.7136233,531,79,Resting,,
353,2256,Bear 22,"Thursday, July 18, 2013",8:10 AM,61.1045091,-149.7060963,582,72,Other,Bear 22 7-18-13 08:10,Rubbing on tree
354,2260,Bear 22,"Thursday, July 18, 2013",8:50 AM,61.1039803,-149.6992441,623,70,Natural food,Bear 22 7-18-13 08:50,Eating crowberry berries (Empetrum nigrum)
355,2264,Bear 22,"Thursday, July 18, 2013",9:30 AM,61.1038772,-149.6984916,622,72,Natural food,Bear 22 7-18-13 09:30,Eating crowberry berries (Empetrum nigrum)
356,2279,Bear 22,"Thursday, July 18, 2013",12:00 PM,61.1046325,-149.6825025,687,82,Locomotion,,walking through hemlocks
357,2302,Bear 22,"Thursday, July 18, 2013",3:51 PM,61.0718763,-149.7074027,575,73,Other,Bear 22 7-18-13 15:51,Play bout with another black bear wearing a white ear tag and has a small white mark on its chest; use 1555
358,2308,Bear 22,"Thursday, July 18, 2013",4:50 PM,61.0720539,-149.708073,550,73,Other,Bear 22 7-18-13 16:50,Play bout with two other bears
359,2315,Bear 22,"Thursday, July 18, 2013",6:01 PM,61.0717025,-149.7078043,588,84,Locomotion,,Walking in an open area
360,2351,Bear 22,"Friday, July 19, 2013",12:01 AM,61.0903272,-149.7204706,446,68,other,,Play bout with another black bear
361,2386,Bear 22,"Friday, July 19, 2013",6:01 AM,61.0904408,-149.7202997,432,64,Resting,,
362,2395,Bear 22,"Friday, July 19, 2013",7:30 AM,61.0902787,-149.7196488,423,63,Other,Bear 22 7-19-13 07:30,Play bout with another black bear
363,2422,Bear 22,"Friday, July 19, 2013",12:01 PM,61.1097997,-149.7239497,429,77,Locomotion,,Walking through a yard
364,2423,Bear 22,"Friday, July 19, 2013",12:11 PM,61.11156,-149.7253556,430,77,Locomotion,,Walking down a road
365,2441,Bear 22,"Friday, July 19, 2013",3:11 PM,61.1249159,-149.7277556,346,82,Anthropogenic,Bear 22 7-19-13 15:11,Eating peanuts from a squirrel midden
366,2451,Bear 22,"Friday, July 19, 2013",4:50 PM,61.1257647,-149.7437739,237,84,Anthropogenic,Bear 22 7-19-13 16:50,Checking out a barbeque grill on a deck
367,2453,Bear 22,"Friday, July 19, 2013",5:11 PM,61.1251156,-149.7461618,238,86,Anthropogenic,Bear 22 7-19-13 17:11,Eating trash in a gigantic dumpster
368,2458,Bear 22,"Friday, July 19, 2013",6:01 PM,61.1259221,-149.7465799,247,82,Resting,,
369,2491,Bear 22,"Saturday, July 20, 2013",12:00 AM,61.1351109,-149.7177522,334,66,Locomotion,,Walking down a driveway
370,2527,Bear 22,"Saturday, July 20, 2013",6:00 AM,61.1356951,-149.7105096,371,57,Resting,,
371,2563,Bear 22,"Saturday, July 20, 2013",12:01 PM,61.1453728,-149.7088099,298,66,Locomotion,,Walkign through alders
372,2594,Bear 22,"Saturday, July 20, 2013",5:10 PM,61.1172541,-149.7334527,307,82,Locomotion,Bear 22 7-20-13 17:10,"On second story deck, uses tree to climb down instead of stairs"
373,2599,Bear 22,"Saturday, July 20, 2013",6:01 PM,61.1190175,-149.7363884,292,75,Resting,,
374,2633,Bear 22,"Sunday, July 21, 2013",12:00 AM,61.1161131,-149.6789412,567,61,Resting,,
375,2685,Bear 22,"Sunday, July 21, 2013",12:01 PM,61.1196366,-149.7134658,470,77,Locomotion,,Walking through brush
376,2709,Bear 22,"Sunday, July 21, 2013",4:00 PM,61.1208681,-149.7392376,274,81,Anthropogenic,Bear 22 7-21-13 16:00,Gets large bag of dogfood out of open garage
377,2710,Bear 22,"Sunday, July 21, 2013",4:10 PM,61.1206247,-149.7393031,266,82,Anthropogenic,Bear 22 7-21-13 16:10,"Checking out pantry, then drags large bag o dogfood into woods"
378,2721,Bear 22,"Sunday, July 21, 2013",6:00 PM,61.1210147,-149.7393805,278,81,Anthropogenic,,Eating dog food
379,2752,Bear 22,"Monday, July 22, 2013",12:01 AM,61.1218518,-149.7375415,301,66,Resting,,
380,2776,Bear 22,"Monday, July 22, 2013",6:01 AM,61.1223902,-149.7368537,298,59,Locomotion,,"Running, chasing another bear down road"
381,2808,Bear 22,"Monday, July 22, 2013",12:00 PM,61.1396856,-149.7290093,248,79,Natural food,,Eating crowberry berries (Empetrum nigrum)
382,2814,Bear 22,"Monday, July 22, 2013",1:10 PM,61.1351069,-149.7361509,248,84,Anthropogenic,Bear 22 7-22-13 13:10,Walks into open garage; use 1305
383,2816,Bear 22,"Monday, July 22, 2013",1:31 PM,61.134773,-149.7387574,243,82,Anthropogenic,Bear 22 7-22-13 13:31,Walks into open garage
384,2873,Bear 22,"Tuesday, July 23, 2013",12:01 AM,61.1217836,-149.7374934,290,66,Resting,,
385,2901,Bear 22,"Tuesday, July 23, 2013",6:00 AM,61.1209627,-149.7392015,274,66,Natural food,,Eating grubs from rotten log
386,2908,Bear 22,"Tuesday, July 23, 2013",7:10 AM,61.1187766,-149.7342694,302,64,Natural food,Bear 22 7-23-13 07:10,Eating paper wasp nest
387,2972,Bear 22,"Tuesday, July 23, 2013",6:00 PM,61.1438685,-149.6995041,315,88,Natural food,,Eating crowberry berries (Empetrum nigrum)
388,3007,Bear 22,"Wednesday, July 24, 2013",12:02 AM,61.1344103,-149.6979055,405,70,Resting,,
389,3043,Bear 22,"Wednesday, July 24, 2013",6:01 AM,61.1347193,-149.6980106,405,63,Resting,,
390,3078,Bear 22,"Wednesday, July 24, 2013",12:02 PM,61.1592162,-149.6891109,367,82,Locomotion,,Walking through brush
391,3084,Bear 22,"Wednesday, July 24, 2013",1:32 PM,61.1647375,-149.6947293,318,90,Anthropogenic,Bear 22 7-24-13 13:32,Carrying bag of birdseed through woods
392,3099,Bear 22,"Wednesday, July 24, 2013",4:02 PM,61.1650989,-149.6953275,276,88,Anthropogenic,Bear 22 7-24-13 16:02,Eating birdseed from bag that bear had grabbed off a porch and dragged into the woods
393,3110,Bear 22,"Wednesday, July 24, 2013",6:02 PM,61.1634295,-149.6963624,283,82,Resting,,
394,3145,Bear 22,"Thursday, July 25, 2013",12:01 AM,61.1483979,-149.7019931,322,66,Resting,,
395,3187,Bear 22,"Thursday, July 25, 2013",9:00 AM,61.1427325,-149.6765307,535,64,Natural food,Bear 22 7-25-13 09:00,Eating blueberries (Vaccinium uliginosum)
396,3205,Bear 22,"Thursday, July 25, 2013",12:00 PM,61.140044,-149.675248,625,75,Natural food,,Eating blueberries (Vaccinium uliginosum)
397,3250,Bear 22,"Thursday, July 25, 2013",8:00 PM,61.1040215,-149.7084523,548,75,Natural food,Bear 22 7-25-13 20:00,Eating soapberry (Sheperdia canadensis)
398,3273,Bear 22,"Friday, July 26, 2013",12:00 AM,61.1142387,-149.7351933,335,66,Resting,,
399,3312,Bear 22,"Friday, July 26, 2013",8:50 AM,61.1351504,-149.7548226,154,64,Anthropogenic,Bear 22 7-26-13 08:50,Eating strawberries
400,3313,Bear 22,"Friday, July 26, 2013",9:00 AM,61.1360888,-149.7536592,158,66,Locomotion,Bear 22 7-26-13 09:00,"Car back out of driveway, bear heads for the bushes"
401,3318,Bear 22,"Friday, July 26, 2013",9:50 AM,61.1427831,-149.7622753,150,66,Natural food,Bear 22 7-26-13 09:50,Eating devil's club berries (Oplopanax horridus)
402,3331,Bear 22,"Friday, July 26, 2013",12:02 PM,61.145797,-149.7323288,207,68,Locomotion,,Walking through brush
403,3344,Bear 22,"Friday, July 26, 2013",2:12 PM,61.1467443,-149.7160438,253,70,Locomotion,Bear 22 7-26-13 14:12,Swimming
404,3345,Bear 22,"Friday, July 26, 2013",2:21 PM,61.1467205,-149.7160264,261,70,Resting,Bear 22 7-26-13 14:21,Resting with wild celery (Angelica spp.) in the background
405,3367,Bear 22,"Friday, July 26, 2013",6:02 PM,61.1472961,-149.7072147,292,77,Locomotion,,Stading and looking around
406,3402,Bear 22,"Saturday, July 27, 2013",12:01 AM,61.1476228,-149.7109259,315,68,Resting,,
407,3463,Bear 22,"Saturday, July 27, 2013",12:01 PM,61.1473821,-149.7132312,239,75,Other,,Play bout with another black bear
408,3499,Bear 22,"Saturday, July 27, 2013",6:01 PM,61.1501067,-149.7132568,277,79,Unknown,,No video
409,3530,Bear 22,"Sunday, July 28, 2013",12:00 AM,61.1454334,-149.6956267,347,61,Unknown,,No video
410,3566,Bear 22,"Sunday, July 28, 2013",6:00 AM,61.1470394,-149.6945149,336,64,Unknown,,No video
411,3602,Bear 22,"Sunday, July 28, 2013",12:01 PM,61.1431783,-149.7023035,353,72,Unknown,,No video
412,3637,Bear 22,"Sunday, July 28, 2013",6:02 PM,61.1212499,-149.709553,459,84,Unknown,,No video
413,3662,Bear 22,"Monday, July 29, 2013",12:00 AM,61.1177135,-149.6817309,545,64,Unknown,,No video
414,3694,Bear 22,"Monday, July 29, 2013",6:00 AM,61.1177077,-149.6817161,533,66,Unknown,,No video
415,3730,Bear 22,"Monday, July 29, 2013",12:00 PM,61.1122729,-149.6811159,591,77,Unknown,,No video
416,3766,Bear 22,"Monday, July 29, 2013",6:02 PM,61.1238303,-149.6833784,495,84,Unknown,,No video
417,3800,Bear 22,"Tuesday, July 30, 2013",12:01 AM,61.1219499,-149.6545656,646,61,Unknown,,No video
418,3833,Bear 22,"Tuesday, July 30, 2013",6:04 AM,61.1222572,-149.6545898,623,57,Unknown,,No video
419,3861,Bear 22,"Tuesday, July 30, 2013",12:01 PM,61.1442228,-149.712617,288,73,Unknown,,No video
420,3897,Bear 22,"Tuesday, July 30, 2013",6:00 PM,61.1363622,-149.6989192,385,77,Unknown,,No video
421,3933,Bear 22,"Wednesday, July 31, 2013",12:00 AM,61.1434673,-149.702084,349,64,Unknown,,No video
422,3993,Bear 22,"Wednesday, July 31, 2013",12:01 PM,61.1548726,-149.7113137,249,77,Unknown,,No video
423,4027,Bear 22,"Wednesday, July 31, 2013",6:01 PM,61.1481351,-149.7209447,205,84,Unknown,,No video
424,4062,Bear 22,"Thursday, August 01, 2013",12:00 AM,61.14522,-149.6960586,345,61,Unknown,,No video
425,4098,Bear 22,"Thursday, August 01, 2013",6:01 AM,61.1448231,-149.6924765,357,64,Unknown,,No video
426,4132,Bear 22,"Thursday, August 01, 2013",12:00 PM,61.1359743,-149.6999406,404,72,Unknown,,No video
427,4167,Bear 22,"Thursday, August 01, 2013",6:02 PM,61.1419635,-149.7257853,256,84,Unknown,,No video
428,4203,Bear 22,"Friday, August 02, 2013",12:00 AM,61.1336035,-149.6977278,421,59,Unknown,,No video
429,4263,Bear 22,"Friday, August 02, 2013",12:01 PM,61.1121011,-149.7182559,422,70,Unknown,,No video
430,4296,Bear 22,"Friday, August 02, 2013",6:01 PM,61.1476136,-149.7197516,208,79,Unknown,,No video
431,4332,Bear 22,"Saturday, August 03, 2013",12:00 AM,61.1481674,-149.72147,213,68,Unknown,,No video
432,4367,Bear 22,"Saturday, August 03, 2013",12:02 PM,61.1411758,-149.6984911,328,72,Unknown,,No video
433,4403,Bear 22,"Saturday, August 03, 2013",6:01 PM,61.1442752,-149.7655891,123,75,Unknown,,No video
434,4483,Bear 22,"Sunday, August 04, 2013",12:02 PM,61.149517,-149.7238,200,70,Unknown,,No video
435,4519,Bear 22,"Sunday, August 04, 2013",6:01 PM,61.1478717,-149.7204276,193,72,Unknown,,No video
436,4555,Bear 22,"Monday, August 05, 2013",12:01 AM,61.1454104,-149.6955985,337,64,Unknown,,No video
437,4616,Bear 22,"Monday, August 05, 2013",12:01 PM,61.1383265,-149.7132056,333,64,Unknown,,No video
438,4650,Bear 22,"Monday, August 05, 2013",6:00 PM,61.1029696,-149.7029516,635,66,Unknown,,No video
439,4685,Bear 22,"Tuesday, August 06, 2013",12:01 AM,61.0976806,-149.7624858,251,68,Unknown,,No video
440,4719,Bear 22,"Tuesday, August 06, 2013",6:00 AM,61.0977691,-149.7641593,232,66,Unknown,,No video
441,4755,Bear 22,"Tuesday, August 06, 2013",12:00 PM,61.0943306,-149.7761534,216,72,Unknown,,No video
442,4790,Bear 22,"Tuesday, August 06, 2013",6:00 PM,61.0898574,-149.7657616,252,72,Unknown,,No video
443,4911,Bear 22,"Wednesday, August 07, 2013",6:02 PM,61.1260535,-149.7475028,245,68,Unknown,,No video
444,4944,Bear 22,"Thursday, August 08, 2013",12:00 AM,61.1449065,-149.7204982,243,66,Unknown,,No video
445,4967,Bear 22,"Thursday, August 08, 2013",6:03 AM,61.144587,-149.7202806,248,68,Unknown,,No video
446,5003,Bear 22,"Thursday, August 08, 2013",12:00 PM,61.1512124,-149.7040705,303,70,Unknown,,No video
447,5035,Bear 22,"Thursday, August 08, 2013",6:01 PM,61.1468877,-149.7160048,229,70,Unknown,,No video
448,5068,Bear 22,"Friday, August 09, 2013",12:01 AM,61.1421199,-149.7003859,331,68,Unknown,,No video
449,5098,Bear 22,"Friday, August 09, 2013",6:02 AM,61.142137,-149.7002991,343,57,Unknown,,No video
450,5130,Bear 22,"Friday, August 09, 2013",12:00 PM,61.1372201,-149.6990635,365,59,Unknown,,No video
451,5166,Bear 22,"Friday, August 09, 2013",6:00 PM,61.1261981,-149.7226613,396,59,Unknown,,No video
452,5201,Bear 22,"Saturday, August 10, 2013",12:01 AM,61.0975149,-149.7625778,247,61,Unknown,,No video
453,5237,Bear 22,"Saturday, August 10, 2013",6:00 AM,61.0979037,-149.7629251,207,64,Unknown,,No video
454,5273,Bear 22,"Saturday, August 10, 2013",12:02 PM,61.0945882,-149.7706125,209,64,Unknown,,No video
455,5308,Bear 22,"Saturday, August 10, 2013",6:01 PM,61.0951145,-149.7688663,211,68,Unknown,,No video
456,5366,Bear 22,"Sunday, August 11, 2013",6:01 AM,61.094678,-149.7708313,232,64,Unknown,,No video
457,5402,Bear 22,"Sunday, August 11, 2013",12:02 PM,61.0949356,-149.7766197,210,64,Unknown,,No video
458,5437,Bear 22,"Sunday, August 11, 2013",6:00 PM,61.0944317,-149.7745951,213,64,Unknown,,No video
459,5471,Bear 22,"Monday, August 12, 2013",12:01 AM,61.0951561,-149.7691906,220,63,Unknown,,No video
460,5507,Bear 22,"Monday, August 12, 2013",6:00 AM,61.0946312,-149.7695438,194,63,Unknown,,No video
461,5543,Bear 22,"Monday, August 12, 2013",12:02 PM,61.0954006,-149.774244,173,70,Unknown,,No video
462,5578,Bear 22,"Monday, August 12, 2013",6:01 PM,61.0905881,-149.7707051,229,73,Unknown,,No video
463,5614,Bear 22,"Tuesday, August 13, 2013",12:03 AM,61.0950833,-149.755043,232,64,Unknown,,No video
464,5639,Bear 22,"Tuesday, August 13, 2013",6:02 AM,61.0951602,-149.7548442,235,63,Unknown,,No video
465,5671,Bear 22,"Tuesday, August 13, 2013",12:00 PM,61.1061633,-149.7209811,507,75,Unknown,,No video
466,5707,Bear 22,"Tuesday, August 13, 2013",6:03 PM,61.1303127,-149.6964275,419,73,Unknown,,No video
467,5795,Bear 22,"Wednesday, August 14, 2013",12:01 PM,61.1511758,-149.7307269,183,68,Unknown,,No video
468,5830,Bear 22,"Wednesday, August 14, 2013",6:01 PM,61.1406723,-149.7127503,326,70,Unknown,,No video
469,5865,Bear 22,"Thursday, August 15, 2013",12:02 AM,61.0954716,-149.7551085,237,64,Unknown,,No video
470,5923,Bear 22,"Thursday, August 15, 2013",12:02 PM,61.0946102,-149.7754331,233,75,Unknown,,No video
471,5957,Bear 22,"Thursday, August 15, 2013",6:01 PM,61.0962378,-149.7720111,185,75,Unknown,,No video
472,5991,Bear 22,"Friday, August 16, 2013",12:00 AM,61.0955334,-149.7551713,229,63,Unknown,,No video
473,6020,Bear 22,"Friday, August 16, 2013",5:58 AM,61.0950231,-149.7555753,265,59,Unknown,,No video
474,6051,Bear 22,"Friday, August 16, 2013",12:01 PM,61.0955697,-149.7553155,198,68,Unknown,,No video
475,6087,Bear 22,"Friday, August 16, 2013",6:01 PM,61.0955064,-149.7639163,234,66,Unknown,,No video
476,6122,Bear 22,"Saturday, August 17, 2013",12:01 AM,61.0956464,-149.7550112,233,68,Unknown,,No video
477,6145,Bear 22,"Saturday, August 17, 2013",5:56 AM,61.0955808,-149.7550192,234,64,Unknown,,No video
478,6179,Bear 22,"Saturday, August 17, 2013",12:00 PM,61.0938366,-149.7189186,329,68,Unknown,,No video
479,6215,Bear 22,"Saturday, August 17, 2013",6:01 PM,61.1031685,-149.7095567,517,72,Unknown,,No video
480,6248,Bear 22,"Sunday, August 18, 2013",12:00 AM,61.0961644,-149.7270746,281,64,Unknown,,No video
481,6282,Bear 22,"Sunday, August 18, 2013",6:01 AM,61.0961478,-149.7271788,314,64,Unknown,,No video
482,6349,Bear 22,"Sunday, August 18, 2013",6:01 PM,61.0945979,-149.7695183,244,70,Unknown,,No video
483,6376,Bear 22,"Monday, August 19, 2013",12:01 AM,61.094546,-149.7743057,210,68,Unknown,,No video
484,6394,Bear 22,"Monday, August 19, 2013",5:57 AM,61.0945703,-149.7742043,211,64,Unknown,,No video
485,6430,Bear 22,"Monday, August 19, 2013",12:00 PM,61.0952297,-149.7692826,236,64,Unknown,,No video
486,6464,Bear 22,"Monday, August 19, 2013",6:02 PM,61.0943819,-149.7663612,257,64,Unknown,,No video
487,6500,Bear 22,"Tuesday, August 20, 2013",12:00 AM,61.0955345,-149.7553021,225,70,Unknown,,No video
488,6534,Bear 22,"Tuesday, August 20, 2013",6:00 AM,61.0956989,-149.7541332,248,66,Unknown,,No video
489,6570,Bear 22,"Tuesday, August 20, 2013",12:01 PM,61.0945522,-149.7217559,310,68,Unknown,,No video
490,6604,Bear 22,"Tuesday, August 20, 2013",6:02 PM,61.0961934,-149.7268465,309,66,Unknown,,No video
491,6640,Bear 22,"Wednesday, August 21, 2013",12:01 AM,61.0958849,-149.7282023,293,66,Unknown,,No video
